460,176.89,-73.54,3.74,0.5,14.71
200,176.89,-73.54,1.93,2.47,0.49
460,176.89,-73.54,3.12,0.76,17.53
460,176.89,-73.54,1,0.64,3.1
200,176.89,-73.54,2.89,3.69,0.84
460,176.89,-73.54,1.8,2,5.97
460,176.89,-73.54,1.88,3.51,0.5
200,176.89,-73.54,2.08,0.55,0
460,176.89,-73.54,1.82,2.64,1.29
460,176.89,-73.54,2.71,2.8,1.93
200,176.89,-73.54,2.97,0.71,1.64
460,176.89,-73.54,9.35,2.94,17.2
200,176.89,-73.54,3.92,1.21,7.92
460,176.89,-73.54,15.16,4.91,40.9
200,176.89,-73.54,12.27,2.16,40.97
460,176.89,-73.54,33.64,4.21,176.97
200,176.89,-73.54,16.7,5.08,12.01
200,176.89,-73.54,5.92,2.05,1.8
200,176.89,-73.54,1.47,0.05,0.27
200,176.89,-73.54,1.37,0.22,0.41
200,176.89,-73.54,1.14,1.3,1.39
200,176.89,-73.54,0.43,0.18,0.22
460,176.89,-73.54,4.92,0.49,11.83
200,176.89,-73.54,0.68,0.2,0.27
230,-172.5,-72.5,2.36,1.13,7.42
493,-172.5,-72.5,8.04,0.65,47.36
230,-172.5,-72.5,1.28,0.64,6.71
493,-172.5,-72.5,53.11,0.05,40.5
230,-172.5,-72.5,7.47,1.48,9.81
493,-172.5,-72.5,4.26,0.72,42.23
493,-172.5,-72.5,7.54,0.59,22.96
230,-172.5,-72.5,34.33,0.04,122.77
493,-172.5,-72.5,5.06,0.57,43.05
230,-172.5,-72.5,23.41,3.75,159.56
493,-172.5,-72.5,6.98,0.61,109.89
230,-172.5,-72.5,5.12,2.81,4.26
493,-172.5,-72.5,0.7,0.15,7.13
493,-172.5,-72.5,2.76,0.48,24.69
230,-172.5,-72.5,10.8,7.04,3.22
230,-172.5,-72.5,4.64,6.6,0.65
493,-172.5,-72.5,0.68,0.14,4.71
493,-172.5,-72.5,2.23,0.11,15.72
230,-172.5,-72.5,2.3,1.92,1
493,-172.5,-72.5,3.02,0.68,24.28
1033,-168.6723,-66.1614,0.1362,0.0187,0.278
2311,-168.6723,-66.1614,0.0323,0.0121,0.141
1033,-168.6723,-66.1614,0.2677,0.0368,0.5463
2311,-168.6723,-66.1614,0.0814,0.0304,0.3544
937,-168.6723,-66.1614,1.1694,0.1834,4.0527
1033,-168.6723,-66.1614,0.5119,0.0704,1.0442
2311,-168.6723,-66.1614,0.154,0.0574,0.6704
1033,-168.6723,-66.1614,1.2887,0.3996,5.7063
2311,-168.6723,-66.1614,0.3565,0.1331,1.552
937,-168.6723,-66.1614,3.6964,0.3011,15.0465
1033,-168.6723,-66.1614,2.9038,0.3367,15.6119
1842,-168.6723,-66.1614,1.1985,0.2967,6.6435
2311,-168.6723,-66.1614,0.5493,0.205,2.3914
1033,-168.6723,-66.1614,2.8024,0.6569,11.4286
2311,-168.6723,-66.1614,0.7943,0.7026,3.8246
937,-168.6723,-66.1614,19.862,1.1119,63.8147
1033,-168.6723,-66.1614,3.7879,0.3417,15.8574
2311,-168.6723,-66.1614,1.1732,0.6395,4.5006
1033,-168.6723,-66.1614,4.7894,0.2467,14.008
1842,-168.6723,-66.1614,8.3328,0.9507,32.1607
2311,-168.6723,-66.1614,12.7626,1.3287,20.0768
937,-168.6723,-66.1614,42.9195,1.0254,120.768
1033,-168.6723,-66.1614,1.8987,0.0461,5.822
1842,-168.6723,-66.1614,27.0275,0.7147,83.6596
2311,-168.6723,-66.1614,7.2067,0.3691,19.6803
937,-168.6723,-66.1614,7.6665,0.1587,31.4083
1033,-168.6723,-66.1614,0.7147,0.0209,2.1199
1842,-168.6723,-66.1614,13.0889,0.4262,58.4688
2311,-168.6723,-66.1614,0.517,0.0299,1.2385
937,-168.6723,-66.1614,5.2296,0.0932,19.6825
1033,-168.6723,-66.1614,0.9956,0.0432,2.7318
1842,-168.6723,-66.1614,3.347,0.1863,19.2992
937,-168.6723,-66.1614,3.1158,0.1016,16.7375
1033,-168.6723,-66.1614,0.0495,0.0044,0.0497
1842,-168.6723,-66.1614,3.3363,0.4007,25.891
937,-168.6723,-66.1614,1.4394,0.0954,5.9324
1033,-168.6723,-66.1614,0.0287,0.0025,0.0289
1842,-168.6723,-66.1614,0.2202,0.0377,1.4568
937,-168.6723,-66.1614,0.624,0.061,2.0965
937,-168.6723,-66.1614,15.7822,0.5648,86.0811
937,-168.67,-66.16,0.7,0.05,1.3
1033,-168.67,-66.16,0.14,0.02,0.28
2311,-168.67,-66.16,0.03,0.01,0.14
1033,-168.67,-66.16,0.27,0.04,0.55
2311,-168.67,-66.16,0.08,0.03,0.35
937,-168.67,-66.16,1.17,0.18,4.05
1033,-168.67,-66.16,0.51,0.07,1.04
2311,-168.67,-66.16,0.15,0.06,0.67
1033,-168.67,-66.16,1.29,0.4,5.71
1842,-168.67,-66.16,0.41,0.29,2.29
2311,-168.67,-66.16,0.36,0.13,1.55
937,-168.67,-66.16,3.7,0.3,15.05
1033,-168.67,-66.16,2.9,0.34,15.61
1842,-168.67,-66.16,1.21,0.3,6.65
2311,-168.67,-66.16,0.55,0.2,2.39
1033,-168.67,-66.16,2.8,0.66,11.43
1842,-168.67,-66.16,0.62,0.07,2
2311,-168.67,-66.16,0.79,0.7,3.83
937,-168.67,-66.16,19.76,1.11,63.83
1033,-168.67,-66.16,3.79,0.34,15.86
1842,-168.67,-66.16,0.86,0.1,3.41
2311,-168.67,-66.16,1.17,0.64,4.5
1033,-168.67,-66.16,4.79,0.25,14.01
1842,-168.67,-66.16,8.33,0.95,32.17
2311,-168.67,-66.16,12.76,1.33,20.08
937,-168.67,-66.16,42.71,1.02,120.78
1033,-168.67,-66.16,1.9,0.05,5.82
1842,-168.67,-66.16,27.03,0.73,83.68
2311,-168.67,-66.16,7.21,0.37,19.68
937,-168.67,-66.16,7.67,0.15,31.41
1033,-168.67,-66.16,0.71,0.02,2.12
1842,-168.67,-66.16,13.07,0.43,58.48
2311,-168.67,-66.16,0.52,0.03,1.24
937,-168.67,-66.16,5.22,0.1,19.69
1033,-168.67,-66.16,1,0.04,2.73
1842,-168.67,-66.16,3.35,0.18,19.3
937,-168.67,-66.16,3.13,0.1,16.74
1033,-168.67,-66.16,0.05,0,0.05
1842,-168.67,-66.16,3.34,0.4,25.89
937,-168.67,-66.16,1.43,0.1,5.93
1033,-168.67,-66.16,0.03,0,0.03
1842,-168.67,-66.16,0.22,0.04,1.46
937,-168.67,-66.16,0.29,0.03,0.91
937,-168.67,-66.16,0.24,0.01,0.48
937,-168.67,-66.16,0.63,0.06,2.1
937,-168.67,-66.16,15.81,0.57,86.09
1842,-168.67,-66.16,0.25,0.04,0.48
1842,-168.67,-66.16,0.01,0,0.11
352,-2.5958,-64.9292,0.44,0.312,2.1
352,-2.5958,-64.9292,4.15,0.4392,6.00133333333333
352,-2.5958,-64.9292,4.88,0.1956,36.456
360,-2.5633,-64.9017,5.14,5.2572,18.1113333333333
360,-2.5633,-64.9017,29.99,2.9076,139.496
360,-2.5633,-64.9017,41.78,6.4212,220.551333333333
360,-2.5633,-64.9017,21.88,1.8708,100.562
360,-2.5633,-64.9017,9.4,1.848,79.8653333333333
360,-2.5633,-64.9017,5.49,1.092,41.6686666666667
360,-2.5633,-64.9017,2.6,0.2652,11.3633333333333
360,-2.5633,-64.9017,5.49,0.8244,42.6953333333333
360,-2.5633,-64.9017,0.96,0.2088,3.41133333333333
360,-2.5633,-64.9017,1.72,0.1716,4.08333333333333
360,-2.5633,-64.9017,1.24,0.1956,3.57466666666667
360,-2.5633,-64.9017,0.78,0.0588,1.386
360,-2.5633,-64.9017,0.69,0.1068,0.662666666666667
360,-2.5633,-64.9017,6.1,0.0036,0.238
360,-2.5633,-64.9017,4.84,0.0468,35.8726666666667
360,-2.5633,-64.9017,3.02,0.1464,7.24733333333333
360,-2.5633,-64.9017,1.44,0.0312,5.082
1031,-169.9,-63.15,11.83,4.2,127.03
2026,-169.9,-63.15,5.3,4.12,62.16
2182,-169.9,-63.15,4.32,3.9,0
2026,-169.9,-63.15,5.33,5.05,70.93
2182,-169.9,-63.15,4.65,4.41,0
1031,-169.9,-63.15,19.66,5.19,211.66
2026,-169.9,-63.15,6.88,3.56,95.07
2182,-169.9,-63.15,5.97,3.86,0
2026,-169.9,-63.15,20.49,5.84,255.14
2182,-169.9,-63.15,14.58,6.35,0
1031,-169.9,-63.15,24.25,10.82,242.91
2026,-169.9,-63.15,31.92,12.35,401.91
2182,-169.9,-63.15,27.88,38.23,0
2026,-169.9,-63.15,15.93,9.16,208.05
2182,-169.9,-63.15,11.91,11.51,0
1031,-169.9,-63.15,8.91,2.89,78.4
2026,-169.9,-63.15,10.19,4.92,130.22
2182,-169.9,-63.15,10.24,4.26,0
2026,-169.9,-63.15,4.23,4.46,49.53
2182,-169.9,-63.15,5.97,4.73,0
1031,-169.9,-63.15,28.97,8.86,257.7
2026,-169.9,-63.15,15.22,3.41,165.29
2182,-169.9,-63.15,16.71,3.68,0
1031,-169.9,-63.15,20.87,6.9,284.26
1031,-169.9,-63.15,9.54,10.14,124.3
1031,-169.9,-63.15,6.93,5.47,68.58
1031,-169.9,-63.15,1.92,0.53,14.66
1031,-169.9,-63.15,0.47,0.08,1.4
1031,-169.9,-63.15,0.43,0.14,2.39
1031,-169.9,-63.15,2.3,0.52,27.24
1031,-169.9,-63.15,5.14,0.7,56.12
1031,-169.8967,-63.1492,13.7893,3.5083,146.8011
2026,-169.8967,-63.1492,5.233,4.1269,62.1204
2182,-169.8967,-63.1492,4.3241,3.9048,52.5428
2026,-169.8967,-63.1492,5.2076,5.061,70.9326
2182,-169.8967,-63.1492,4.6479,4.4086,62.2515
1031,-169.8967,-63.1492,18.4106,7.1659,216.4629
2026,-169.8967,-63.1492,6.8734,3.5595,95.0677
2182,-169.8967,-63.1492,5.9749,3.8612,88.5419
2026,-169.8967,-63.1492,20.5109,5.8241,255.0958
2182,-169.8967,-63.1492,14.5848,6.3515,207.0915
1031,-169.8967,-63.1492,22.95,8.6799,203.3837
2026,-169.8967,-63.1492,31.6379,12.4149,401.8438
2182,-169.8967,-63.1492,27.8833,38.2367,308.1152
2026,-169.8967,-63.1492,15.7089,9.1332,207.9616
2182,-169.8967,-63.1492,11.9109,11.5127,205.3075
1031,-169.8967,-63.1492,7.4784,2.6931,71.2778
2026,-169.8967,-63.1492,10.1523,4.921,130.2167
